"","step","Context tone","Speechness","subject","T4_count"
"1876","step14","Tone 2","Nonspeech","X014.1",0
"1877","step01","Tone 4","Nonspeech","X014.1",7
"1878","step02","Tone 4","Nonspeech","X014.1",7
"1879","step03","Tone 4","Nonspeech","X014.1",7
"1880","step04","Tone 4","Nonspeech","X014.1",7
"1881","step05","Tone 4","Nonspeech","X014.1",7
"1882","step06","Tone 4","Nonspeech","X014.1",7
"1883","step07","Tone 4","Nonspeech","X014.1",7
"1884","step08","Tone 4","Nonspeech","X014.1",5
"1885","step09","Tone 4","Nonspeech","X014.1",1
"1886","step10","Tone 4","Nonspeech","X014.1",0
"1887","step11","Tone 4","Nonspeech","X014.1",0
"1888","step12","Tone 4","Nonspeech","X014.1",0
"1889","step13","Tone 4","Nonspeech","X014.1",0
"1890","step14","Tone 4","Nonspeech","X014.1",0
"1891","step01","Tone 1","Nonspeech","X027",7
"1892","step02","Tone 1","Nonspeech","X027",7
"1893","step03","Tone 1","Nonspeech","X027",7
"1894","step04","Tone 1","Nonspeech","X027",7
"1895","step05","Tone 1","Nonspeech","X027",7
"1896","step06","Tone 1","Nonspeech","X027",7
"1897","step07","Tone 1","Nonspeech","X027",7
"1898","step08","Tone 1","Nonspeech","X027",7
"1899","step09","Tone 1","Nonspeech","X027",5
"1900","step10","Tone 1","Nonspeech","X027",1
"1901","step11","Tone 1","Nonspeech","X027",0
"1902","step12","Tone 1","Nonspeech","X027",0
"1903","step13","Tone 1","Nonspeech","X027",0
"1904","step14","Tone 1","Nonspeech","X027",0
"1905","step01","Tone 2","Nonspeech","X027",7
"1906","step02","Tone 2","Nonspeech","X027",7
"1907","step03","Tone 2","Nonspeech","X027",7
"1908","step04","Tone 2","Nonspeech","X027",7
"1909","step05","Tone 2","Nonspeech","X027",7
"1910","step06","Tone 2","Nonspeech","X027",7
"1911","step07","Tone 2","Nonspeech","X027",7
"1912","step08","Tone 2","Nonspeech","X027",7
"1913","step09","Tone 2","Nonspeech","X027",6
"1914","step10","Tone 2","Nonspeech","X027",2
"1915","step11","Tone 2","Nonspeech","X027",0
"1916","step12","Tone 2","Nonspeech","X027",0
"1917","step13","Tone 2","Nonspeech","X027",0
"1918","step14","Tone 2","Nonspeech","X027",1
"1919","step01","Tone 4","Nonspeech","X027",7
"1920","step02","Tone 4","Nonspeech","X027",7
"1921","step03","Tone 4","Nonspeech","X027",7
"1922","step04","Tone 4","Nonspeech","X027",7
"1923","step05","Tone 4","Nonspeech","X027",7
"1924","step06","Tone 4","Nonspeech","X027",7
"1925","step07","Tone 4","Nonspeech","X027",7
"1926","step08","Tone 4","Nonspeech","X027",7
"1927","step09","Tone 4","Nonspeech","X027",5
"1928","step10","Tone 4","Nonspeech","X027",2
"1929","step11","Tone 4","Nonspeech","X027",0
"1930","step12","Tone 4","Nonspeech","X027",0
"1931","step13","Tone 4","Nonspeech","X027",0
"1932","step14","Tone 4","Nonspeech","X027",0
"1933","step01","Tone 1","Nonspeech","X003",7
"1934","step02","Tone 1","Nonspeech","X003",7
"1935","step03","Tone 1","Nonspeech","X003",7
"1936","step04","Tone 1","Nonspeech","X003",7
"1937","step05","Tone 1","Nonspeech","X003",6
"1938","step06","Tone 1","Nonspeech","X003",6
"1939","step07","Tone 1","Nonspeech","X003",5
"1940","step08","Tone 1","Nonspeech","X003",0
"1941","step09","Tone 1","Nonspeech","X003",1
"1942","step10","Tone 1","Nonspeech","X003",0
"1943","step11","Tone 1","Nonspeech","X003",0
"1944","step12","Tone 1","Nonspeech","X003",0
"1945","step13","Tone 1","Nonspeech","X003",0
"1946","step14","Tone 1","Nonspeech","X003",0
"1947","step01","Tone 2","Nonspeech","X003",7
"1948","step02","Tone 2","Nonspeech","X003",7
"1949","step03","Tone 2","Nonspeech","X003",7
"1950","step04","Tone 2","Nonspeech","X003",7
"1951","step05","Tone 2","Nonspeech","X003",7
"1952","step06","Tone 2","Nonspeech","X003",2
"1953","step07","Tone 2","Nonspeech","X003",3
"1954","step08","Tone 2","Nonspeech","X003",1
"1955","step09","Tone 2","Nonspeech","X003",0
"1956","step10","Tone 2","Nonspeech","X003",0
"1957","step11","Tone 2","Nonspeech","X003",0
"1958","step12","Tone 2","Nonspeech","X003",0
"1959","step13","Tone 2","Nonspeech","X003",0
"1960","step14","Tone 2","Nonspeech","X003",0
"1961","step01","Tone 4","Nonspeech","X003",7
"1962","step02","Tone 4","Nonspeech","X003",7
"1963","step03","Tone 4","Nonspeech","X003",7
"1964","step04","Tone 4","Nonspeech","X003",7
"1965","step05","Tone 4","Nonspeech","X003",7
"1966","step06","Tone 4","Nonspeech","X003",6
"1967","step07","Tone 4","Nonspeech","X003",4
"1968","step08","Tone 4","Nonspeech","X003",4
"1969","step09","Tone 4","Nonspeech","X003",3
"1970","step10","Tone 4","Nonspeech","X003",1
"1971","step11","Tone 4","Nonspeech","X003",0
"1972","step12","Tone 4","Nonspeech","X003",0
"1973","step13","Tone 4","Nonspeech","X003",0
"1974","step14","Tone 4","Nonspeech","X003",0
"1975","step01","Tone 1","Nonspeech","X009",6
"1976","step02","Tone 1","Nonspeech","X009",7
"1977","step03","Tone 1","Nonspeech","X009",6
"1978","step04","Tone 1","Nonspeech","X009",6
"1979","step05","Tone 1","Nonspeech","X009",6
"1980","step06","Tone 1","Nonspeech","X009",6
"1981","step07","Tone 1","Nonspeech","X009",7
"1982","step08","Tone 1","Nonspeech","X009",7
"1983","step09","Tone 1","Nonspeech","X009",4
"1984","step10","Tone 1","Nonspeech","X009",2
"1985","step11","Tone 1","Nonspeech","X009",1
"1986","step12","Tone 1","Nonspeech","X009",1
"1987","step13","Tone 1","Nonspeech","X009",0
"1988","step14","Tone 1","Nonspeech","X009",0
"1989","step01","Tone 2","Nonspeech","X009",7
"1990","step02","Tone 2","Nonspeech","X009",6
"1991","step03","Tone 2","Nonspeech","X009",7
"1992","step04","Tone 2","Nonspeech","X009",7
"1993","step05","Tone 2","Nonspeech","X009",7
"1994","step06","Tone 2","Nonspeech","X009",6
"1995","step07","Tone 2","Nonspeech","X009",6
"1996","step08","Tone 2","Nonspeech","X009",6
"1997","step09","Tone 2","Nonspeech","X009",3
"1998","step10","Tone 2","Nonspeech","X009",0
"1999","step11","Tone 2","Nonspeech","X009",1
"2000","step12","Tone 2","Nonspeech","X009",0
"2001","step13","Tone 2","Nonspeech","X009",1
"2002","step14","Tone 2","Nonspeech","X009",0
"2003","step01","Tone 4","Nonspeech","X009",6
"2004","step02","Tone 4","Nonspeech","X009",6
"2005","step03","Tone 4","Nonspeech","X009",6
"2006","step04","Tone 4","Nonspeech","X009",7
"2007","step05","Tone 4","Nonspeech","X009",6
"2008","step06","Tone 4","Nonspeech","X009",7
"2009","step07","Tone 4","Nonspeech","X009",7
"2010","step08","Tone 4","Nonspeech","X009",6
"2011","step09","Tone 4","Nonspeech","X009",4
"2012","step10","Tone 4","Nonspeech","X009",0
"2013","step11","Tone 4","Nonspeech","X009",0
"2014","step12","Tone 4","Nonspeech","X009",1
"2015","step13","Tone 4","Nonspeech","X009",1
"2016","step14","Tone 4","Nonspeech","X009",1
"2017","step01","Tone 1","Nonspeech","X020",7
"2018","step02","Tone 1","Nonspeech","X020",7
"2019","step03","Tone 1","Nonspeech","X020",7
"2020","step04","Tone 1","Nonspeech","X020",7
"2021","step05","Tone 1","Nonspeech","X020",7
"2022","step06","Tone 1","Nonspeech","X020",7
"2023","step07","Tone 1","Nonspeech","X020",7
"2024","step08","Tone 1","Nonspeech","X020",7
"2025","step09","Tone 1","Nonspeech","X020",7
"2026","step10","Tone 1","Nonspeech","X020",2
"2027","step11","Tone 1","Nonspeech","X020",1
"2028","step12","Tone 1","Nonspeech","X020",0
"2029","step13","Tone 1","Nonspeech","X020",0
"2030","step14","Tone 1","Nonspeech","X020",0
"2031","step01","Tone 2","Nonspeech","X020",7
"2032","step02","Tone 2","Nonspeech","X020",7
"2033","step03","Tone 2","Nonspeech","X020",7
"2034","step04","Tone 2","Nonspeech","X020",7
"2035","step05","Tone 2","Nonspeech","X020",7
"2036","step06","Tone 2","Nonspeech","X020",6
"2037","step07","Tone 2","Nonspeech","X020",5
"2038","step08","Tone 2","Nonspeech","X020",5
"2039","step09","Tone 2","Nonspeech","X020",2
"2040","step10","Tone 2","Nonspeech","X020",1
"2041","step11","Tone 2","Nonspeech","X020",0
"2042","step12","Tone 2","Nonspeech","X020",0
"2043","step13","Tone 2","Nonspeech","X020",0
"2044","step14","Tone 2","Nonspeech","X020",0
"2045","step01","Tone 4","Nonspeech","X020",7
"2046","step02","Tone 4","Nonspeech","X020",7
"2047","step03","Tone 4","Nonspeech","X020",7
"2048","step04","Tone 4","Nonspeech","X020",7
"2049","step05","Tone 4","Nonspeech","X020",7
"2050","step06","Tone 4","Nonspeech","X020",7
"2051","step07","Tone 4","Nonspeech","X020",7
"2052","step08","Tone 4","Nonspeech","X020",7
"2053","step09","Tone 4","Nonspeech","X020",5
"2054","step10","Tone 4","Nonspeech","X020",3
"2055","step11","Tone 4","Nonspeech","X020",2
"2056","step12","Tone 4","Nonspeech","X020",1
"2057","step13","Tone 4","Nonspeech","X020",1
"2058","step14","Tone 4","Nonspeech","X020",0
"2059","step01","Tone 1","Nonspeech","X026",7
"2060","step02","Tone 1","Nonspeech","X026",7
"2061","step03","Tone 1","Nonspeech","X026",7
"2062","step04","Tone 1","Nonspeech","X026",7
"2063","step05","Tone 1","Nonspeech","X026",6
"2064","step06","Tone 1","Nonspeech","X026",0
"2065","step07","Tone 1","Nonspeech","X026",0
"2066","step08","Tone 1","Nonspeech","X026",0
"2067","step09","Tone 1","Nonspeech","X026",0
"2068","step10","Tone 1","Nonspeech","X026",0
"2069","step11","Tone 1","Nonspeech","X026",0
"2070","step12","Tone 1","Nonspeech","X026",0
"2071","step13","Tone 1","Nonspeech","X026",0
"2072","step14","Tone 1","Nonspeech","X026",0
"2073","step01","Tone 2","Nonspeech","X026",7
"2074","step02","Tone 2","Nonspeech","X026",7
"2075","step03","Tone 2","Nonspeech","X026",7
"2076","step04","Tone 2","Nonspeech","X026",7
"2077","step05","Tone 2","Nonspeech","X026",4
"2078","step06","Tone 2","Nonspeech","X026",1
"2079","step07","Tone 2","Nonspeech","X026",0
"2080","step08","Tone 2","Nonspeech","X026",0
"2081","step09","Tone 2","Nonspeech","X026",0
"2082","step10","Tone 2","Nonspeech","X026",0
"2083","step11","Tone 2","Nonspeech","X026",0
"2084","step12","Tone 2","Nonspeech","X026",0
"2085","step13","Tone 2","Nonspeech","X026",0
"2086","step14","Tone 2","Nonspeech","X026",0
"2087","step01","Tone 4","Nonspeech","X026",7
"2088","step02","Tone 4","Nonspeech","X026",7
"2089","step03","Tone 4","Nonspeech","X026",7
"2090","step04","Tone 4","Nonspeech","X026",7
"2091","step05","Tone 4","Nonspeech","X026",7
"2092","step06","Tone 4","Nonspeech","X026",2
"2093","step07","Tone 4","Nonspeech","X026",2
"2094","step08","Tone 4","Nonspeech","X026",2
"2095","step09","Tone 4","Nonspeech","X026",0
"2096","step10","Tone 4","Nonspeech","X026",0
"2097","step11","Tone 4","Nonspeech","X026",0
"2098","step12","Tone 4","Nonspeech","X026",0
"2099","step13","Tone 4","Nonspeech","X026",0
"2100","step14","Tone 4","Nonspeech","X026",0
"2101","step01","Tone 1","Nonspeech","X008",7
"2102","step02","Tone 1","Nonspeech","X008",7
"2103","step03","Tone 1","Nonspeech","X008",7
"2104","step04","Tone 1","Nonspeech","X008",7
"2105","step05","Tone 1","Nonspeech","X008",7
"2106","step06","Tone 1","Nonspeech","X008",6
"2107","step07","Tone 1","Nonspeech","X008",6
"2108","step08","Tone 1","Nonspeech","X008",7
"2109","step09","Tone 1","Nonspeech","X008",3
"2110","step10","Tone 1","Nonspeech","X008",3
"2111","step11","Tone 1","Nonspeech","X008",0
"2112","step12","Tone 1","Nonspeech","X008",0
"2113","step13","Tone 1","Nonspeech","X008",0
"2114","step14","Tone 1","Nonspeech","X008",0
"2115","step01","Tone 2","Nonspeech","X008",7
"2116","step02","Tone 2","Nonspeech","X008",7
"2117","step03","Tone 2","Nonspeech","X008",7
"2118","step04","Tone 2","Nonspeech","X008",7
"2119","step05","Tone 2","Nonspeech","X008",7
"2120","step06","Tone 2","Nonspeech","X008",7
"2121","step07","Tone 2","Nonspeech","X008",5
"2122","step08","Tone 2","Nonspeech","X008",7
"2123","step09","Tone 2","Nonspeech","X008",4
"2124","step10","Tone 2","Nonspeech","X008",2
"2125","step11","Tone 2","Nonspeech","X008",0
"2126","step12","Tone 2","Nonspeech","X008",1
"2127","step13","Tone 2","Nonspeech","X008",0
"2128","step14","Tone 2","Nonspeech","X008",0
"2129","step01","Tone 4","Nonspeech","X008",7
"2130","step02","Tone 4","Nonspeech","X008",7
"2131","step03","Tone 4","Nonspeech","X008",7
"2132","step04","Tone 4","Nonspeech","X008",7
"2133","step05","Tone 4","Nonspeech","X008",7
"2134","step06","Tone 4","Nonspeech","X008",7
"2135","step07","Tone 4","Nonspeech","X008",7
"2136","step08","Tone 4","Nonspeech","X008",7
"2137","step09","Tone 4","Nonspeech","X008",4
"2138","step10","Tone 4","Nonspeech","X008",2
"2139","step11","Tone 4","Nonspeech","X008",1
"2140","step12","Tone 4","Nonspeech","X008",0
"2141","step13","Tone 4","Nonspeech","X008",0
"2142","step14","Tone 4","Nonspeech","X008",0
"2143","step01","Tone 1","Nonspeech","X021",7
"2144","step02","Tone 1","Nonspeech","X021",7
"2145","step03","Tone 1","Nonspeech","X021",7
"2146","step04","Tone 1","Nonspeech","X021",7
"2147","step05","Tone 1","Nonspeech","X021",7
"2148","step06","Tone 1","Nonspeech","X021",4
"2149","step07","Tone 1","Nonspeech","X021",7
"2150","step08","Tone 1","Nonspeech","X021",5
"2151","step09","Tone 1","Nonspeech","X021",2
"2152","step10","Tone 1","Nonspeech","X021",0
"2153","step11","Tone 1","Nonspeech","X021",2
"2154","step12","Tone 1","Nonspeech","X021",0
"2155","step13","Tone 1","Nonspeech","X021",0
"2156","step14","Tone 1","Nonspeech","X021",0
"2157","step01","Tone 2","Nonspeech","X021",4
"2158","step02","Tone 2","Nonspeech","X021",4
"2159","step03","Tone 2","Nonspeech","X021",4
"2160","step04","Tone 2","Nonspeech","X021",6
"2161","step05","Tone 2","Nonspeech","X021",3
"2162","step06","Tone 2","Nonspeech","X021",0
"2163","step07","Tone 2","Nonspeech","X021",1
"2164","step08","Tone 2","Nonspeech","X021",0
"2165","step09","Tone 2","Nonspeech","X021",0
"2166","step10","Tone 2","Nonspeech","X021",0
"2167","step11","Tone 2","Nonspeech","X021",0
"2168","step12","Tone 2","Nonspeech","X021",0
"2169","step13","Tone 2","Nonspeech","X021",0
"2170","step14","Tone 2","Nonspeech","X021",0
"2171","step01","Tone 4","Nonspeech","X021",7
"2172","step02","Tone 4","Nonspeech","X021",7
"2173","step03","Tone 4","Nonspeech","X021",7
"2174","step04","Tone 4","Nonspeech","X021",7
"2175","step05","Tone 4","Nonspeech","X021",7
"2176","step06","Tone 4","Nonspeech","X021",7
"2177","step07","Tone 4","Nonspeech","X021",7
"2178","step08","Tone 4","Nonspeech","X021",7
"2179","step09","Tone 4","Nonspeech","X021",4
"2180","step10","Tone 4","Nonspeech","X021",2
"2181","step11","Tone 4","Nonspeech","X021",4
"2182","step12","Tone 4","Nonspeech","X021",1
"2183","step13","Tone 4","Nonspeech","X021",0
"2184","step14","Tone 4","Nonspeech","X021",1
"2185","step01","Tone 1","Nonspeech","X025",7
"2186","step02","Tone 1","Nonspeech","X025",7
"2187","step03","Tone 1","Nonspeech","X025",7
"2188","step04","Tone 1","Nonspeech","X025",7
"2189","step05","Tone 1","Nonspeech","X025",7
"2190","step06","Tone 1","Nonspeech","X025",7
"2191","step07","Tone 1","Nonspeech","X025",7
"2192","step08","Tone 1","Nonspeech","X025",7
"2193","step09","Tone 1","Nonspeech","X025",5
"2194","step10","Tone 1","Nonspeech","X025",4
"2195","step11","Tone 1","Nonspeech","X025",0
"2196","step12","Tone 1","Nonspeech","X025",0
"2197","step13","Tone 1","Nonspeech","X025",0
"2198","step14","Tone 1","Nonspeech","X025",0
"2199","step01","Tone 2","Nonspeech","X025",7
"2200","step02","Tone 2","Nonspeech","X025",7
"2201","step03","Tone 2","Nonspeech","X025",7
"2202","step04","Tone 2","Nonspeech","X025",7
"2203","step05","Tone 2","Nonspeech","X025",7
"2204","step06","Tone 2","Nonspeech","X025",7
"2205","step07","Tone 2","Nonspeech","X025",7
"2206","step08","Tone 2","Nonspeech","X025",7
"2207","step09","Tone 2","Nonspeech","X025",7
"2208","step10","Tone 2","Nonspeech","X025",3
"2209","step11","Tone 2","Nonspeech","X025",0
"2210","step12","Tone 2","Nonspeech","X025",1
"2211","step13","Tone 2","Nonspeech","X025",0
"2212","step14","Tone 2","Nonspeech","X025",0
"2213","step01","Tone 4","Nonspeech","X025",7
"2214","step02","Tone 4","Nonspeech","X025",7
"2215","step03","Tone 4","Nonspeech","X025",7
"2216","step04","Tone 4","Nonspeech","X025",7
"2217","step05","Tone 4","Nonspeech","X025",7
"2218","step06","Tone 4","Nonspeech","X025",7
"2219","step07","Tone 4","Nonspeech","X025",7
"2220","step08","Tone 4","Nonspeech","X025",7
"2221","step09","Tone 4","Nonspeech","X025",7
"2222","step10","Tone 4","Nonspeech","X025",4
"2223","step11","Tone 4","Nonspeech","X025",1
"2224","step12","Tone 4","Nonspeech","X025",1
"2225","step13","Tone 4","Nonspeech","X025",1
"2226","step14","Tone 4","Nonspeech","X025",1
"2227","step01","Tone 1","Nonspeech","X022",7
"2228","step02","Tone 1","Nonspeech","X022",6
"2229","step03","Tone 1","Nonspeech","X022",7
"2230","step04","Tone 1","Nonspeech","X022",6
"2231","step05","Tone 1","Nonspeech","X022",4
"2232","step06","Tone 1","Nonspeech","X022",3
"2233","step07","Tone 1","Nonspeech","X022",4
"2234","step08","Tone 1","Nonspeech","X022",5
"2235","step09","Tone 1","Nonspeech","X022",3
"2236","step10","Tone 1","Nonspeech","X022",0
"2237","step11","Tone 1","Nonspeech","X022",0
"2238","step12","Tone 1","Nonspeech","X022",0
"2239","step13","Tone 1","Nonspeech","X022",0
"2240","step14","Tone 1","Nonspeech","X022",1
"2241","step01","Tone 2","Nonspeech","X022",5
"2242","step02","Tone 2","Nonspeech","X022",7
"2243","step03","Tone 2","Nonspeech","X022",5
"2244","step04","Tone 2","Nonspeech","X022",4
"2245","step05","Tone 2","Nonspeech","X022",4
"2246","step06","Tone 2","Nonspeech","X022",4
"2247","step07","Tone 2","Nonspeech","X022",4
"2248","step08","Tone 2","Nonspeech","X022",1
"2249","step09","Tone 2","Nonspeech","X022",1
"2250","step10","Tone 2","Nonspeech","X022",0
"2251","step11","Tone 2","Nonspeech","X022",0
"2252","step12","Tone 2","Nonspeech","X022",0
"2253","step13","Tone 2","Nonspeech","X022",0
"2254","step14","Tone 2","Nonspeech","X022",0
"2255","step01","Tone 4","Nonspeech","X022",7
"2256","step02","Tone 4","Nonspeech","X022",6
"2257","step03","Tone 4","Nonspeech","X022",7
"2258","step04","Tone 4","Nonspeech","X022",7
"2259","step05","Tone 4","Nonspeech","X022",6
"2260","step06","Tone 4","Nonspeech","X022",7
"2261","step07","Tone 4","Nonspeech","X022",7
"2262","step08","Tone 4","Nonspeech","X022",6
"2263","step09","Tone 4","Nonspeech","X022",5
"2264","step10","Tone 4","Nonspeech","X022",3
"2265","step11","Tone 4","Nonspeech","X022",2
"2266","step12","Tone 4","Nonspeech","X022",1
"2267","step13","Tone 4","Nonspeech","X022",0
"2268","step14","Tone 4","Nonspeech","X022",0
"2269","step01","Tone 1","Nonspeech","X024",7
"2270","step02","Tone 1","Nonspeech","X024",7
"2271","step03","Tone 1","Nonspeech","X024",7
"2272","step04","Tone 1","Nonspeech","X024",7
"2273","step05","Tone 1","Nonspeech","X024",6
"2274","step06","Tone 1","Nonspeech","X024",3
"2275","step07","Tone 1","Nonspeech","X024",0
"2276","step08","Tone 1","Nonspeech","X024",0
"2277","step09","Tone 1","Nonspeech","X024",0
"2278","step10","Tone 1","Nonspeech","X024",0
"2279","step11","Tone 1","Nonspeech","X024",0
"2280","step12","Tone 1","Nonspeech","X024",0
"2281","step13","Tone 1","Nonspeech","X024",0
"2282","step14","Tone 1","Nonspeech","X024",0
"2283","step01","Tone 2","Nonspeech","X024",7
"2284","step02","Tone 2","Nonspeech","X024",6
"2285","step03","Tone 2","Nonspeech","X024",7
"2286","step04","Tone 2","Nonspeech","X024",6
"2287","step05","Tone 2","Nonspeech","X024",5
"2288","step06","Tone 2","Nonspeech","X024",0
"2289","step07","Tone 2","Nonspeech","X024",0
"2290","step08","Tone 2","Nonspeech","X024",0
"2291","step09","Tone 2","Nonspeech","X024",0
"2292","step10","Tone 2","Nonspeech","X024",0
"2293","step11","Tone 2","Nonspeech","X024",0
"2294","step12","Tone 2","Nonspeech","X024",0
"2295","step13","Tone 2","Nonspeech","X024",0
"2296","step14","Tone 2","Nonspeech","X024",0
"2297","step01","Tone 4","Nonspeech","X024",7
"2298","step02","Tone 4","Nonspeech","X024",7
"2299","step03","Tone 4","Nonspeech","X024",7
"2300","step04","Tone 4","Nonspeech","X024",7
"2301","step05","Tone 4","Nonspeech","X024",7
"2302","step06","Tone 4","Nonspeech","X024",5
"2303","step07","Tone 4","Nonspeech","X024",5
"2304","step08","Tone 4","Nonspeech","X024",0
"2305","step09","Tone 4","Nonspeech","X024",1
"2306","step10","Tone 4","Nonspeech","X024",0
"2307","step11","Tone 4","Nonspeech","X024",0
"2308","step12","Tone 4","Nonspeech","X024",0
"2309","step13","Tone 4","Nonspeech","X024",0
"2310","step14","Tone 4","Nonspeech","X024",0
"2311","step01","Tone 1","Speech","X004",7
"2312","step02","Tone 1","Speech","X004",7
"2313","step03","Tone 1","Speech","X004",7
"2314","step04","Tone 1","Speech","X004",7
"2315","step05","Tone 1","Speech","X004",7
"2316","step06","Tone 1","Speech","X004",6
"2317","step07","Tone 1","Speech","X004",7
"2318","step08","Tone 1","Speech","X004",4
"2319","step09","Tone 1","Speech","X004",0
"2320","step10","Tone 1","Speech","X004",0
"2321","step11","Tone 1","Speech","X004",0
"2322","step12","Tone 1","Speech","X004",0
"2323","step13","Tone 1","Speech","X004",0
"2324","step14","Tone 1","Speech","X004",0
"2325","step01","Tone 2","Speech","X004",7
"2326","step02","Tone 2","Speech","X004",6
"2327","step03","Tone 2","Speech","X004",7
"2328","step04","Tone 2","Speech","X004",6
"2329","step05","Tone 2","Speech","X004",7
"2330","step06","Tone 2","Speech","X004",1
"2331","step07","Tone 2","Speech","X004",2
"2332","step08","Tone 2","Speech","X004",0
"2333","step09","Tone 2","Speech","X004",0
"2334","step10","Tone 2","Speech","X004",0
"2335","step11","Tone 2","Speech","X004",0
"2336","step12","Tone 2","Speech","X004",0
"2337","step13","Tone 2","Speech","X004",0
"2338","step14","Tone 2","Speech","X004",0
"2339","step01","Tone 4","Speech","X004",7
"2340","step02","Tone 4","Speech","X004",7
"2341","step03","Tone 4","Speech","X004",7
"2342","step04","Tone 4","Speech","X004",7
"2343","step05","Tone 4","Speech","X004",7
"2344","step06","Tone 4","Speech","X004",7
"2345","step07","Tone 4","Speech","X004",7
"2346","step08","Tone 4","Speech","X004",7
"2347","step09","Tone 4","Speech","X004",6
"2348","step10","Tone 4","Speech","X004",6
"2349","step11","Tone 4","Speech","X004",4
"2350","step12","Tone 4","Speech","X004",1
"2351","step13","Tone 4","Speech","X004",0
"2352","step14","Tone 4","Speech","X004",0
"2353","step01","Tone 1","Speech","X017",7
"2354","step02","Tone 1","Speech","X017",7
"2355","step03","Tone 1","Speech","X017",7
"2356","step04","Tone 1","Speech","X017",6
"2357","step05","Tone 1","Speech","X017",7
"2358","step06","Tone 1","Speech","X017",7
"2359","step07","Tone 1","Speech","X017",2
"2360","step08","Tone 1","Speech","X017",4
"2361","step09","Tone 1","Speech","X017",3
"2362","step10","Tone 1","Speech","X017",2
"2363","step11","Tone 1","Speech","X017",1
"2364","step12","Tone 1","Speech","X017",0
"2365","step13","Tone 1","Speech","X017",1
"2366","step14","Tone 1","Speech","X017",0
"2367","step01","Tone 2","Speech","X017",7
"2368","step02","Tone 2","Speech","X017",7
"2369","step03","Tone 2","Speech","X017",5
"2370","step04","Tone 2","Speech","X017",4
"2371","step05","Tone 2","Speech","X017",4
"2372","step06","Tone 2","Speech","X017",5
"2373","step07","Tone 2","Speech","X017",3
"2374","step08","Tone 2","Speech","X017",1
"2375","step09","Tone 2","Speech","X017",1
"2376","step10","Tone 2","Speech","X017",1
"2377","step11","Tone 2","Speech","X017",0
"2378","step12","Tone 2","Speech","X017",1
"2379","step13","Tone 2","Speech","X017",0
"2380","step14","Tone 2","Speech","X017",1
"2381","step01","Tone 4","Speech","X017",7
"2382","step02","Tone 4","Speech","X017",7
"2383","step03","Tone 4","Speech","X017",7
"2384","step04","Tone 4","Speech","X017",6
"2385","step05","Tone 4","Speech","X017",5
"2386","step06","Tone 4","Speech","X017",6
"2387","step07","Tone 4","Speech","X017",6
"2388","step08","Tone 4","Speech","X017",7
"2389","step09","Tone 4","Speech","X017",3
"2390","step10","Tone 4","Speech","X017",3
"2391","step11","Tone 4","Speech","X017",0
"2392","step12","Tone 4","Speech","X017",1
"2393","step13","Tone 4","Speech","X017",3
"2394","step14","Tone 4","Speech","X017",1
"2395","step01","Tone 1","Speech","X033",7
"2396","step02","Tone 1","Speech","X033",7
"2397","step03","Tone 1","Speech","X033",7
"2398","step04","Tone 1","Speech","X033",7
"2399","step05","Tone 1","Speech","X033",7
"2400","step06","Tone 1","Speech","X033",7
"2401","step07","Tone 1","Speech","X033",5
"2402","step08","Tone 1","Speech","X033",1
"2403","step09","Tone 1","Speech","X033",0
"2404","step10","Tone 1","Speech","X033",0
"2405","step11","Tone 1","Speech","X033",0
"2406","step12","Tone 1","Speech","X033",0
"2407","step13","Tone 1","Speech","X033",0
"2408","step14","Tone 1","Speech","X033",0
"2409","step01","Tone 2","Speech","X033",7
"2410","step02","Tone 2","Speech","X033",7
"2411","step03","Tone 2","Speech","X033",6
"2412","step04","Tone 2","Speech","X033",6
"2413","step05","Tone 2","Speech","X033",6
"2414","step06","Tone 2","Speech","X033",4
"2415","step07","Tone 2","Speech","X033",3
"2416","step08","Tone 2","Speech","X033",1
"2417","step09","Tone 2","Speech","X033",0
"2418","step10","Tone 2","Speech","X033",0
"2419","step11","Tone 2","Speech","X033",0
"2420","step12","Tone 2","Speech","X033",0
"2421","step13","Tone 2","Speech","X033",0
"2422","step14","Tone 2","Speech","X033",0
"2423","step01","Tone 4","Speech","X033",7
"2424","step02","Tone 4","Speech","X033",7
"2425","step03","Tone 4","Speech","X033",7
"2426","step04","Tone 4","Speech","X033",7
"2427","step05","Tone 4","Speech","X033",7
"2428","step06","Tone 4","Speech","X033",7
"2429","step07","Tone 4","Speech","X033",7
"2430","step08","Tone 4","Speech","X033",7
"2431","step09","Tone 4","Speech","X033",7
"2432","step10","Tone 4","Speech","X033",7
"2433","step11","Tone 4","Speech","X033",2
"2434","step12","Tone 4","Speech","X033",0
"2435","step13","Tone 4","Speech","X033",1
"2436","step14","Tone 4","Speech","X033",0
"2437","step01","Tone 1","Speech","X030",7
"2438","step02","Tone 1","Speech","X030",7
"2439","step03","Tone 1","Speech","X030",7
"2440","step04","Tone 1","Speech","X030",7
"2441","step05","Tone 1","Speech","X030",7
"2442","step06","Tone 1","Speech","X030",5
"2443","step07","Tone 1","Speech","X030",4
"2444","step08","Tone 1","Speech","X030",0
"2445","step09","Tone 1","Speech","X030",2
"2446","step10","Tone 1","Speech","X030",0
"2447","step11","Tone 1","Speech","X030",1
"2448","step12","Tone 1","Speech","X030",0
"2449","step13","Tone 1","Speech","X030",0
