"","step","Context tone","Speechness","subject","T4_count"
"1320","step04","Tone 2","Nonspeech","X018",7
"1321","step05","Tone 2","Nonspeech","X018",7
"1322","step06","Tone 2","Nonspeech","X018",7
"1323","step07","Tone 2","Nonspeech","X018",4
"1324","step08","Tone 2","Nonspeech","X018",5
"1325","step09","Tone 2","Nonspeech","X018",2
"1326","step10","Tone 2","Nonspeech","X018",0
"1327","step11","Tone 2","Nonspeech","X018",0
"1328","step12","Tone 2","Nonspeech","X018",0
"1329","step13","Tone 2","Nonspeech","X018",0
"1330","step14","Tone 2","Nonspeech","X018",0
"1331","step01","Tone 4","Nonspeech","X018",7
"1332","step02","Tone 4","Nonspeech","X018",7
"1333","step03","Tone 4","Nonspeech","X018",7
"1334","step04","Tone 4","Nonspeech","X018",7
"1335","step05","Tone 4","Nonspeech","X018",7
"1336","step06","Tone 4","Nonspeech","X018",7
"1337","step07","Tone 4","Nonspeech","X018",6
"1338","step08","Tone 4","Nonspeech","X018",6
"1339","step09","Tone 4","Nonspeech","X018",3
"1340","step10","Tone 4","Nonspeech","X018",0
"1341","step11","Tone 4","Nonspeech","X018",0
"1342","step12","Tone 4","Nonspeech","X018",0
"1343","step13","Tone 4","Nonspeech","X018",0
"1344","step14","Tone 4","Nonspeech","X018",0
"1345","step01","Tone 1","Nonspeech","X034",7
"1346","step02","Tone 1","Nonspeech","X034",7
"1347","step03","Tone 1","Nonspeech","X034",7
"1348","step04","Tone 1","Nonspeech","X034",7
"1349","step05","Tone 1","Nonspeech","X034",7
"1350","step06","Tone 1","Nonspeech","X034",7
"1351","step07","Tone 1","Nonspeech","X034",7
"1352","step08","Tone 1","Nonspeech","X034",6
"1353","step09","Tone 1","Nonspeech","X034",2
"1354","step10","Tone 1","Nonspeech","X034",0
"1355","step11","Tone 1","Nonspeech","X034",0
"1356","step12","Tone 1","Nonspeech","X034",0
"1357","step13","Tone 1","Nonspeech","X034",0
"1358","step14","Tone 1","Nonspeech","X034",0
"1359","step01","Tone 2","Nonspeech","X034",7
"1360","step02","Tone 2","Nonspeech","X034",7
"1361","step03","Tone 2","Nonspeech","X034",7
"1362","step04","Tone 2","Nonspeech","X034",7
"1363","step05","Tone 2","Nonspeech","X034",7
"1364","step06","Tone 2","Nonspeech","X034",7
"1365","step07","Tone 2","Nonspeech","X034",7
"1366","step08","Tone 2","Nonspeech","X034",6
"1367","step09","Tone 2","Nonspeech","X034",2
"1368","step10","Tone 2","Nonspeech","X034",1
"1369","step11","Tone 2","Nonspeech","X034",0
"1370","step12","Tone 2","Nonspeech","X034",0
"1371","step13","Tone 2","Nonspeech","X034",0
"1372","step14","Tone 2","Nonspeech","X034",0
"1373","step01","Tone 4","Nonspeech","X034",7
"1374","step02","Tone 4","Nonspeech","X034",6
"1375","step03","Tone 4","Nonspeech","X034",7
"1376","step04","Tone 4","Nonspeech","X034",7
"1377","step05","Tone 4","Nonspeech","X034",7
"1378","step06","Tone 4","Nonspeech","X034",7
"1379","step07","Tone 4","Nonspeech","X034",7
"1380","step08","Tone 4","Nonspeech","X034",7
"1381","step09","Tone 4","Nonspeech","X034",6
"1382","step10","Tone 4","Nonspeech","X034",1
"1383","step11","Tone 4","Nonspeech","X034",0
"1384","step12","Tone 4","Nonspeech","X034",0
"1385","step13","Tone 4","Nonspeech","X034",0
"1386","step14","Tone 4","Nonspeech","X034",0
"1387","step01","Tone 1","Nonspeech","X013",7
"1388","step02","Tone 1","Nonspeech","X013",7
"1389","step03","Tone 1","Nonspeech","X013",7
"1390","step04","Tone 1","Nonspeech","X013",7
"1391","step05","Tone 1","Nonspeech","X013",7
"1392","step06","Tone 1","Nonspeech","X013",7
"1393","step07","Tone 1","Nonspeech","X013",7
"1394","step08","Tone 1","Nonspeech","X013",7
"1395","step09","Tone 1","Nonspeech","X013",5
"1396","step10","Tone 1","Nonspeech","X013",2
"1397","step11","Tone 1","Nonspeech","X013",0
"1398","step12","Tone 1","Nonspeech","X013",0
"1399","step13","Tone 1","Nonspeech","X013",0
"1400","step14","Tone 1","Nonspeech","X013",0
"1401","step01","Tone 2","Nonspeech","X013",7
"1402","step02","Tone 2","Nonspeech","X013",7
"1403","step03","Tone 2","Nonspeech","X013",7
"1404","step04","Tone 2","Nonspeech","X013",7
"1405","step05","Tone 2","Nonspeech","X013",7
"1406","step06","Tone 2","Nonspeech","X013",7
"1407","step07","Tone 2","Nonspeech","X013",7
"1408","step08","Tone 2","Nonspeech","X013",7
"1409","step09","Tone 2","Nonspeech","X013",5
"1410","step10","Tone 2","Nonspeech","X013",1
"1411","step11","Tone 2","Nonspeech","X013",0
"1412","step12","Tone 2","Nonspeech","X013",0
"1413","step13","Tone 2","Nonspeech","X013",0
"1414","step14","Tone 2","Nonspeech","X013",0
"1415","step01","Tone 4","Nonspeech","X013",7
"1416","step02","Tone 4","Nonspeech","X013",7
"1417","step03","Tone 4","Nonspeech","X013",7
"1418","step04","Tone 4","Nonspeech","X013",7
"1419","step05","Tone 4","Nonspeech","X013",7
"1420","step06","Tone 4","Nonspeech","X013",7
"1421","step07","Tone 4","Nonspeech","X013",7
"1422","step08","Tone 4","Nonspeech","X013",7
"1423","step09","Tone 4","Nonspeech","X013",6
"1424","step10","Tone 4","Nonspeech","X013",2
"1425","step11","Tone 4","Nonspeech","X013",0
"1426","step12","Tone 4","Nonspeech","X013",0
"1427","step13","Tone 4","Nonspeech","X013",0
"1428","step14","Tone 4","Nonspeech","X013",0
"1429","step01","Tone 1","Nonspeech","X029",7
"1430","step02","Tone 1","Nonspeech","X029",7
"1431","step03","Tone 1","Nonspeech","X029",7
"1432","step04","Tone 1","Nonspeech","X029",7
"1433","step05","Tone 1","Nonspeech","X029",7
"1434","step06","Tone 1","Nonspeech","X029",7
"1435","step07","Tone 1","Nonspeech","X029",7
"1436","step08","Tone 1","Nonspeech","X029",7
"1437","step09","Tone 1","Nonspeech","X029",3
"1438","step10","Tone 1","Nonspeech","X029",3
"1439","step11","Tone 1","Nonspeech","X029",0
"1440","step12","Tone 1","Nonspeech","X029",0
"1441","step13","Tone 1","Nonspeech","X029",0
"1442","step14","Tone 1","Nonspeech","X029",0
"1443","step01","Tone 2","Nonspeech","X029",7
"1444","step02","Tone 2","Nonspeech","X029",7
"1445","step03","Tone 2","Nonspeech","X029",7
"1446","step04","Tone 2","Nonspeech","X029",7
"1447","step05","Tone 2","Nonspeech","X029",7
"1448","step06","Tone 2","Nonspeech","X029",7
"1449","step07","Tone 2","Nonspeech","X029",7
"1450","step08","Tone 2","Nonspeech","X029",4
"1451","step09","Tone 2","Nonspeech","X029",3
"1452","step10","Tone 2","Nonspeech","X029",1
"1453","step11","Tone 2","Nonspeech","X029",1
"1454","step12","Tone 2","Nonspeech","X029",1
"1455","step13","Tone 2","Nonspeech","X029",0
"1456","step14","Tone 2","Nonspeech","X029",0
"1457","step01","Tone 4","Nonspeech","X029",7
"1458","step02","Tone 4","Nonspeech","X029",7
"1459","step03","Tone 4","Nonspeech","X029",7
"1460","step04","Tone 4","Nonspeech","X029",7
"1461","step05","Tone 4","Nonspeech","X029",7
"1462","step06","Tone 4","Nonspeech","X029",7
"1463","step07","Tone 4","Nonspeech","X029",7
"1464","step08","Tone 4","Nonspeech","X029",7
"1465","step09","Tone 4","Nonspeech","X029",6
"1466","step10","Tone 4","Nonspeech","X029",1
"1467","step11","Tone 4","Nonspeech","X029",1
"1468","step12","Tone 4","Nonspeech","X029",1
"1469","step13","Tone 4","Nonspeech","X029",1
"1470","step14","Tone 4","Nonspeech","X029",0
"1471","step01","Tone 1","Nonspeech","X007",7
"1472","step02","Tone 1","Nonspeech","X007",7
"1473","step03","Tone 1","Nonspeech","X007",7
"1474","step04","Tone 1","Nonspeech","X007",7
"1475","step05","Tone 1","Nonspeech","X007",7
"1476","step06","Tone 1","Nonspeech","X007",7
"1477","step07","Tone 1","Nonspeech","X007",6
"1478","step08","Tone 1","Nonspeech","X007",3
"1479","step09","Tone 1","Nonspeech","X007",1
"1480","step10","Tone 1","Nonspeech","X007",0
"1481","step11","Tone 1","Nonspeech","X007",0
"1482","step12","Tone 1","Nonspeech","X007",0
"1483","step13","Tone 1","Nonspeech","X007",0
"1484","step14","Tone 1","Nonspeech","X007",0
"1485","step01","Tone 2","Nonspeech","X007",7
"1486","step02","Tone 2","Nonspeech","X007",7
"1487","step03","Tone 2","Nonspeech","X007",7
"1488","step04","Tone 2","Nonspeech","X007",7
"1489","step05","Tone 2","Nonspeech","X007",7
"1490","step06","Tone 2","Nonspeech","X007",5
"1491","step07","Tone 2","Nonspeech","X007",2
"1492","step08","Tone 2","Nonspeech","X007",2
"1493","step09","Tone 2","Nonspeech","X007",0
"1494","step10","Tone 2","Nonspeech","X007",0
"1495","step11","Tone 2","Nonspeech","X007",0
"1496","step12","Tone 2","Nonspeech","X007",0
"1497","step13","Tone 2","Nonspeech","X007",0
"1498","step14","Tone 2","Nonspeech","X007",1
"1499","step01","Tone 4","Nonspeech","X007",7
"1500","step02","Tone 4","Nonspeech","X007",7
"1501","step03","Tone 4","Nonspeech","X007",7
"1502","step04","Tone 4","Nonspeech","X007",7
"1503","step05","Tone 4","Nonspeech","X007",6
"1504","step06","Tone 4","Nonspeech","X007",6
"1505","step07","Tone 4","Nonspeech","X007",6
"1506","step08","Tone 4","Nonspeech","X007",4
"1507","step09","Tone 4","Nonspeech","X007",2
"1508","step10","Tone 4","Nonspeech","X007",0
"1509","step11","Tone 4","Nonspeech","X007",1
"1510","step12","Tone 4","Nonspeech","X007",0
"1511","step13","Tone 4","Nonspeech","X007",0
"1512","step14","Tone 4","Nonspeech","X007",0
"1513","step01","Tone 1","Nonspeech","X011",7
"1514","step02","Tone 1","Nonspeech","X011",7
"1515","step03","Tone 1","Nonspeech","X011",7
"1516","step04","Tone 1","Nonspeech","X011",7
"1517","step05","Tone 1","Nonspeech","X011",7
"1518","step06","Tone 1","Nonspeech","X011",7
"1519","step07","Tone 1","Nonspeech","X011",7
"1520","step08","Tone 1","Nonspeech","X011",5
"1521","step09","Tone 1","Nonspeech","X011",1
"1522","step10","Tone 1","Nonspeech","X011",0
"1523","step11","Tone 1","Nonspeech","X011",0
"1524","step12","Tone 1","Nonspeech","X011",0
"1525","step13","Tone 1","Nonspeech","X011",0
"1526","step14","Tone 1","Nonspeech","X011",0
"1527","step01","Tone 2","Nonspeech","X011",7
"1528","step02","Tone 2","Nonspeech","X011",7
"1529","step03","Tone 2","Nonspeech","X011",7
"1530","step04","Tone 2","Nonspeech","X011",7
"1531","step05","Tone 2","Nonspeech","X011",7
"1532","step06","Tone 2","Nonspeech","X011",6
"1533","step07","Tone 2","Nonspeech","X011",5
"1534","step08","Tone 2","Nonspeech","X011",3
"1535","step09","Tone 2","Nonspeech","X011",0
"1536","step10","Tone 2","Nonspeech","X011",0
"1537","step11","Tone 2","Nonspeech","X011",0
"1538","step12","Tone 2","Nonspeech","X011",0
"1539","step13","Tone 2","Nonspeech","X011",0
"1540","step14","Tone 2","Nonspeech","X011",0
"1541","step01","Tone 4","Nonspeech","X011",7
"1542","step02","Tone 4","Nonspeech","X011",7
"1543","step03","Tone 4","Nonspeech","X011",7
"1544","step04","Tone 4","Nonspeech","X011",7
"1545","step05","Tone 4","Nonspeech","X011",7
"1546","step06","Tone 4","Nonspeech","X011",6
"1547","step07","Tone 4","Nonspeech","X011",7
"1548","step08","Tone 4","Nonspeech","X011",6
"1549","step09","Tone 4","Nonspeech","X011",4
"1550","step10","Tone 4","Nonspeech","X011",2
"1551","step11","Tone 4","Nonspeech","X011",0
"1552","step12","Tone 4","Nonspeech","X011",0
"1553","step13","Tone 4","Nonspeech","X011",0
"1554","step14","Tone 4","Nonspeech","X011",0
"1555","step01","Tone 1","Nonspeech","X014",7
"1556","step02","Tone 1","Nonspeech","X014",6
"1557","step03","Tone 1","Nonspeech","X014",7
"1558","step04","Tone 1","Nonspeech","X014",7
"1559","step05","Tone 1","Nonspeech","X014",7
"1560","step06","Tone 1","Nonspeech","X014",5
"1561","step07","Tone 1","Nonspeech","X014",7
"1562","step08","Tone 1","Nonspeech","X014",1
"1563","step09","Tone 1","Nonspeech","X014",0
"1564","step10","Tone 1","Nonspeech","X014",1
"1565","step11","Tone 1","Nonspeech","X014",0
"1566","step12","Tone 1","Nonspeech","X014",0
"1567","step13","Tone 1","Nonspeech","X014",1
"1568","step14","Tone 1","Nonspeech","X014",0
"1569","step01","Tone 2","Nonspeech","X014",6
"1570","step02","Tone 2","Nonspeech","X014",7
"1571","step03","Tone 2","Nonspeech","X014",7
"1572","step04","Tone 2","Nonspeech","X014",7
"1573","step05","Tone 2","Nonspeech","X014",7
"1574","step06","Tone 2","Nonspeech","X014",3
"1575","step07","Tone 2","Nonspeech","X014",3
"1576","step08","Tone 2","Nonspeech","X014",2
"1577","step09","Tone 2","Nonspeech","X014",0
"1578","step10","Tone 2","Nonspeech","X014",0
"1579","step11","Tone 2","Nonspeech","X014",0
"1580","step12","Tone 2","Nonspeech","X014",0
"1581","step13","Tone 2","Nonspeech","X014",0
"1582","step14","Tone 2","Nonspeech","X014",0
"1583","step01","Tone 4","Nonspeech","X014",7
"1584","step02","Tone 4","Nonspeech","X014",7
"1585","step03","Tone 4","Nonspeech","X014",6
"1586","step04","Tone 4","Nonspeech","X014",7
"1587","step05","Tone 4","Nonspeech","X014",6
"1588","step06","Tone 4","Nonspeech","X014",3
"1589","step07","Tone 4","Nonspeech","X014",2
"1590","step08","Tone 4","Nonspeech","X014",1
"1591","step09","Tone 4","Nonspeech","X014",0
"1592","step10","Tone 4","Nonspeech","X014",1
"1593","step11","Tone 4","Nonspeech","X014",1
"1594","step12","Tone 4","Nonspeech","X014",0
"1595","step13","Tone 4","Nonspeech","X014",0
"1596","step14","Tone 4","Nonspeech","X014",2
"1597","step01","Tone 1","Nonspeech","X010",7
"1598","step02","Tone 1","Nonspeech","X010",7
"1599","step03","Tone 1","Nonspeech","X010",7
"1600","step04","Tone 1","Nonspeech","X010",7
"1601","step05","Tone 1","Nonspeech","X010",7
"1602","step06","Tone 1","Nonspeech","X010",7
"1603","step07","Tone 1","Nonspeech","X010",7
"1604","step08","Tone 1","Nonspeech","X010",6
"1605","step09","Tone 1","Nonspeech","X010",4
"1606","step10","Tone 1","Nonspeech","X010",0
"1607","step11","Tone 1","Nonspeech","X010",0
"1608","step12","Tone 1","Nonspeech","X010",0
"1609","step13","Tone 1","Nonspeech","X010",0
"1610","step14","Tone 1","Nonspeech","X010",0
"1611","step01","Tone 2","Nonspeech","X010",7
"1612","step02","Tone 2","Nonspeech","X010",7
"1613","step03","Tone 2","Nonspeech","X010",7
"1614","step04","Tone 2","Nonspeech","X010",6
"1615","step05","Tone 2","Nonspeech","X010",7
"1616","step06","Tone 2","Nonspeech","X010",7
"1617","step07","Tone 2","Nonspeech","X010",7
"1618","step08","Tone 2","Nonspeech","X010",5
"1619","step09","Tone 2","Nonspeech","X010",1
"1620","step10","Tone 2","Nonspeech","X010",0
"1621","step11","Tone 2","Nonspeech","X010",0
"1622","step12","Tone 2","Nonspeech","X010",0
"1623","step13","Tone 2","Nonspeech","X010",0
"1624","step14","Tone 2","Nonspeech","X010",0
"1625","step01","Tone 4","Nonspeech","X010",7
"1626","step02","Tone 4","Nonspeech","X010",7
"1627","step03","Tone 4","Nonspeech","X010",7
"1628","step04","Tone 4","Nonspeech","X010",7
"1629","step05","Tone 4","Nonspeech","X010",7
"1630","step06","Tone 4","Nonspeech","X010",7
"1631","step07","Tone 4","Nonspeech","X010",7
"1632","step08","Tone 4","Nonspeech","X010",6
"1633","step09","Tone 4","Nonspeech","X010",3
"1634","step10","Tone 4","Nonspeech","X010",1
"1635","step11","Tone 4","Nonspeech","X010",0
"1636","step12","Tone 4","Nonspeech","X010",0
"1637","step13","Tone 4","Nonspeech","X010",0
"1638","step14","Tone 4","Nonspeech","X010",0
"1639","step01","Tone 1","Nonspeech","X006",7
"1640","step02","Tone 1","Nonspeech","X006",7
"1641","step03","Tone 1","Nonspeech","X006",7
"1642","step04","Tone 1","Nonspeech","X006",7
"1643","step05","Tone 1","Nonspeech","X006",7
"1644","step06","Tone 1","Nonspeech","X006",7
"1645","step07","Tone 1","Nonspeech","X006",4
"1646","step08","Tone 1","Nonspeech","X006",5
"1647","step09","Tone 1","Nonspeech","X006",0
"1648","step10","Tone 1","Nonspeech","X006",1
"1649","step11","Tone 1","Nonspeech","X006",1
"1650","step12","Tone 1","Nonspeech","X006",0
"1651","step13","Tone 1","Nonspeech","X006",0
"1652","step14","Tone 1","Nonspeech","X006",0
"1653","step01","Tone 2","Nonspeech","X006",7
"1654","step02","Tone 2","Nonspeech","X006",6
"1655","step03","Tone 2","Nonspeech","X006",5
"1656","step04","Tone 2","Nonspeech","X006",3
"1657","step05","Tone 2","Nonspeech","X006",1
"1658","step06","Tone 2","Nonspeech","X006",2
"1659","step07","Tone 2","Nonspeech","X006",0
"1660","step08","Tone 2","Nonspeech","X006",0
"1661","step09","Tone 2","Nonspeech","X006",0
"1662","step10","Tone 2","Nonspeech","X006",0
"1663","step11","Tone 2","Nonspeech","X006",0
"1664","step12","Tone 2","Nonspeech","X006",0
"1665","step13","Tone 2","Nonspeech","X006",0
"1666","step14","Tone 2","Nonspeech","X006",0
"1667","step01","Tone 4","Nonspeech","X006",7
"1668","step02","Tone 4","Nonspeech","X006",7
"1669","step03","Tone 4","Nonspeech","X006",7
"1670","step04","Tone 4","Nonspeech","X006",7
"1671","step05","Tone 4","Nonspeech","X006",7
"1672","step06","Tone 4","Nonspeech","X006",7
"1673","step07","Tone 4","Nonspeech","X006",7
"1674","step08","Tone 4","Nonspeech","X006",7
"1675","step09","Tone 4","Nonspeech","X006",7
"1676","step10","Tone 4","Nonspeech","X006",3
"1677","step11","Tone 4","Nonspeech","X006",3
"1678","step12","Tone 4","Nonspeech","X006",0
"1679","step13","Tone 4","Nonspeech","X006",1
"1680","step14","Tone 4","Nonspeech","X006",0
"1681","step01","Tone 1","Nonspeech","X016",7
"1682","step02","Tone 1","Nonspeech","X016",7
"1683","step03","Tone 1","Nonspeech","X016",7
"1684","step04","Tone 1","Nonspeech","X016",7
"1685","step05","Tone 1","Nonspeech","X016",7
"1686","step06","Tone 1","Nonspeech","X016",7
"1687","step07","Tone 1","Nonspeech","X016",7
"1688","step08","Tone 1","Nonspeech","X016",5
"1689","step09","Tone 1","Nonspeech","X016",1
"1690","step10","Tone 1","Nonspeech","X016",0
"1691","step11","Tone 1","Nonspeech","X016",0
"1692","step12","Tone 1","Nonspeech","X016",0
"1693","step13","Tone 1","Nonspeech","X016",0
"1694","step14","Tone 1","Nonspeech","X016",0
"1695","step01","Tone 2","Nonspeech","X016",7
"1696","step02","Tone 2","Nonspeech","X016",7
"1697","step03","Tone 2","Nonspeech","X016",7
"1698","step04","Tone 2","Nonspeech","X016",7
"1699","step05","Tone 2","Nonspeech","X016",7
"1700","step06","Tone 2","Nonspeech","X016",7
"1701","step07","Tone 2","Nonspeech","X016",6
"1702","step08","Tone 2","Nonspeech","X016",5
"1703","step09","Tone 2","Nonspeech","X016",0
"1704","step10","Tone 2","Nonspeech","X016",0
"1705","step11","Tone 2","Nonspeech","X016",0
"1706","step12","Tone 2","Nonspeech","X016",0
"1707","step13","Tone 2","Nonspeech","X016",0
"1708","step14","Tone 2","Nonspeech","X016",0
"1709","step01","Tone 4","Nonspeech","X016",7
"1710","step02","Tone 4","Nonspeech","X016",7
"1711","step03","Tone 4","Nonspeech","X016",7
"1712","step04","Tone 4","Nonspeech","X016",7
"1713","step05","Tone 4","Nonspeech","X016",7
"1714","step06","Tone 4","Nonspeech","X016",7
"1715","step07","Tone 4","Nonspeech","X016",7
"1716","step08","Tone 4","Nonspeech","X016",5
"1717","step09","Tone 4","Nonspeech","X016",3
"1718","step10","Tone 4","Nonspeech","X016",0
"1719","step11","Tone 4","Nonspeech","X016",0
"1720","step12","Tone 4","Nonspeech","X016",0
"1721","step13","Tone 4","Nonspeech","X016",0
"1722","step14","Tone 4","Nonspeech","X016",0
"1723","step01","Tone 1","Nonspeech","X012",6
"1724","step02","Tone 1","Nonspeech","X012",6
"1725","step03","Tone 1","Nonspeech","X012",7
"1726","step04","Tone 1","Nonspeech","X012",7
"1727","step05","Tone 1","Nonspeech","X012",6
"1728","step06","Tone 1","Nonspeech","X012",4
"1729","step07","Tone 1","Nonspeech","X012",3
"1730","step08","Tone 1","Nonspeech","X012",4
"1731","step09","Tone 1","Nonspeech","X012",0
"1732","step10","Tone 1","Nonspeech","X012",0
"1733","step11","Tone 1","Nonspeech","X012",0
"1734","step12","Tone 1","Nonspeech","X012",0
"1735","step13","Tone 1","Nonspeech","X012",0
"1736","step14","Tone 1","Nonspeech","X012",0
"1737","step01","Tone 2","Nonspeech","X012",6
"1738","step02","Tone 2","Nonspeech","X012",7
"1739","step03","Tone 2","Nonspeech","X012",6
"1740","step04","Tone 2","Nonspeech","X012",4
"1741","step05","Tone 2","Nonspeech","X012",4
"1742","step06","Tone 2","Nonspeech","X012",3
"1743","step07","Tone 2","Nonspeech","X012",5
"1744","step08","Tone 2","Nonspeech","X012",2
"1745","step09","Tone 2","Nonspeech","X012",0
"1746","step10","Tone 2","Nonspeech","X012",0
"1747","step11","Tone 2","Nonspeech","X012",1
"1748","step12","Tone 2","Nonspeech","X012",0
"1749","step13","Tone 2","Nonspeech","X012",1
"1750","step14","Tone 2","Nonspeech","X012",1
"1751","step01","Tone 4","Nonspeech","X012",7
"1752","step02","Tone 4","Nonspeech","X012",5
"1753","step03","Tone 4","Nonspeech","X012",7
"1754","step04","Tone 4","Nonspeech","X012",7
"1755","step05","Tone 4","Nonspeech","X012",6
"1756","step06","Tone 4","Nonspeech","X012",7
"1757","step07","Tone 4","Nonspeech","X012",7
"1758","step08","Tone 4","Nonspeech","X012",3
"1759","step09","Tone 4","Nonspeech","X012",2
"1760","step10","Tone 4","Nonspeech","X012",1
"1761","step11","Tone 4","Nonspeech","X012",0
"1762","step12","Tone 4","Nonspeech","X012",0
"1763","step13","Tone 4","Nonspeech","X012",0
"1764","step14","Tone 4","Nonspeech","X012",0
"1765","step01","Tone 1","Nonspeech","X015",7
"1766","step02","Tone 1","Nonspeech","X015",7
"1767","step03","Tone 1","Nonspeech","X015",7
"1768","step04","Tone 1","Nonspeech","X015",7
"1769","step05","Tone 1","Nonspeech","X015",7
"1770","step06","Tone 1","Nonspeech","X015",7
"1771","step07","Tone 1","Nonspeech","X015",7
"1772","step08","Tone 1","Nonspeech","X015",5
"1773","step09","Tone 1","Nonspeech","X015",0
"1774","step10","Tone 1","Nonspeech","X015",0
"1775","step11","Tone 1","Nonspeech","X015",0
"1776","step12","Tone 1","Nonspeech","X015",0
"1777","step13","Tone 1","Nonspeech","X015",0
"1778","step14","Tone 1","Nonspeech","X015",0
"1779","step01","Tone 2","Nonspeech","X015",7
"1780","step02","Tone 2","Nonspeech","X015",7
"1781","step03","Tone 2","Nonspeech","X015",7
"1782","step04","Tone 2","Nonspeech","X015",6
"1783","step05","Tone 2","Nonspeech","X015",7
"1784","step06","Tone 2","Nonspeech","X015",7
"1785","step07","Tone 2","Nonspeech","X015",7
"1786","step08","Tone 2","Nonspeech","X015",6
"1787","step09","Tone 2","Nonspeech","X015",1
"1788","step10","Tone 2","Nonspeech","X015",0
"1789","step11","Tone 2","Nonspeech","X015",0
"1790","step12","Tone 2","Nonspeech","X015",0
"1791","step13","Tone 2","Nonspeech","X015",0
"1792","step14","Tone 2","Nonspeech","X015",0
"1793","step01","Tone 4","Nonspeech","X015",7
"1794","step02","Tone 4","Nonspeech","X015",7
"1795","step03","Tone 4","Nonspeech","X015",7
"1796","step04","Tone 4","Nonspeech","X015",7
"1797","step05","Tone 4","Nonspeech","X015",7
"1798","step06","Tone 4","Nonspeech","X015",7
"1799","step07","Tone 4","Nonspeech","X015",7
"1800","step08","Tone 4","Nonspeech","X015",7
"1801","step09","Tone 4","Nonspeech","X015",3
"1802","step10","Tone 4","Nonspeech","X015",1
"1803","step11","Tone 4","Nonspeech","X015",0
"1804","step12","Tone 4","Nonspeech","X015",0
"1805","step13","Tone 4","Nonspeech","X015",0
"1806","step14","Tone 4","Nonspeech","X015",0
"1807","step01","Tone 1","Nonspeech","X005",7
"1808","step02","Tone 1","Nonspeech","X005",7
"1809","step03","Tone 1","Nonspeech","X005",7
"1810","step04","Tone 1","Nonspeech","X005",7
"1811","step05","Tone 1","Nonspeech","X005",7
"1812","step06","Tone 1","Nonspeech","X005",7
"1813","step07","Tone 1","Nonspeech","X005",6
"1814","step08","Tone 1","Nonspeech","X005",7
"1815","step09","Tone 1","Nonspeech","X005",4
"1816","step10","Tone 1","Nonspeech","X005",0
"1817","step11","Tone 1","Nonspeech","X005",0
"1818","step12","Tone 1","Nonspeech","X005",0
"1819","step13","Tone 1","Nonspeech","X005",0
"1820","step14","Tone 1","Nonspeech","X005",0
"1821","step01","Tone 2","Nonspeech","X005",7
"1822","step02","Tone 2","Nonspeech","X005",7
"1823","step03","Tone 2","Nonspeech","X005",7
"1824","step04","Tone 2","Nonspeech","X005",7
"1825","step05","Tone 2","Nonspeech","X005",7
"1826","step06","Tone 2","Nonspeech","X005",7
"1827","step07","Tone 2","Nonspeech","X005",7
"1828","step08","Tone 2","Nonspeech","X005",6
"1829","step09","Tone 2","Nonspeech","X005",3
"1830","step10","Tone 2","Nonspeech","X005",0
"1831","step11","Tone 2","Nonspeech","X005",0
"1832","step12","Tone 2","Nonspeech","X005",0
"1833","step13","Tone 2","Nonspeech","X005",0
"1834","step14","Tone 2","Nonspeech","X005",0
"1835","step01","Tone 4","Nonspeech","X005",7
"1836","step02","Tone 4","Nonspeech","X005",7
"1837","step03","Tone 4","Nonspeech","X005",7
"1838","step04","Tone 4","Nonspeech","X005",7
"1839","step05","Tone 4","Nonspeech","X005",7
"1840","step06","Tone 4","Nonspeech","X005",7
"1841","step07","Tone 4","Nonspeech","X005",7
"1842","step08","Tone 4","Nonspeech","X005",7
"1843","step09","Tone 4","Nonspeech","X005",3
"1844","step10","Tone 4","Nonspeech","X005",1
"1845","step11","Tone 4","Nonspeech","X005",0
"1846","step12","Tone 4","Nonspeech","X005",0
"1847","step13","Tone 4","Nonspeech","X005",0
"1848","step14","Tone 4","Nonspeech","X005",0
"1849","step01","Tone 1","Nonspeech","X014.1",7
"1850","step02","Tone 1","Nonspeech","X014.1",7
"1851","step03","Tone 1","Nonspeech","X014.1",7
"1852","step04","Tone 1","Nonspeech","X014.1",7
"1853","step05","Tone 1","Nonspeech","X014.1",7
"1854","step06","Tone 1","Nonspeech","X014.1",7
"1855","step07","Tone 1","Nonspeech","X014.1",6
"1856","step08","Tone 1","Nonspeech","X014.1",2
"1857","step09","Tone 1","Nonspeech","X014.1",0
"1858","step10","Tone 1","Nonspeech","X014.1",0
"1859","step11","Tone 1","Nonspeech","X014.1",0
"1860","step12","Tone 1","Nonspeech","X014.1",0
"1861","step13","Tone 1","Nonspeech","X014.1",0
"1862","step14","Tone 1","Nonspeech","X014.1",0
"1863","step01","Tone 2","Nonspeech","X014.1",7
"1864","step02","Tone 2","Nonspeech","X014.1",7
"1865","step03","Tone 2","Nonspeech","X014.1",7
"1866","step04","Tone 2","Nonspeech","X014.1",7
"1867","step05","Tone 2","Nonspeech","X014.1",7
"1868","step06","Tone 2","Nonspeech","X014.1",7
"1869","step07","Tone 2","Nonspeech","X014.1",3
"1870","step08","Tone 2","Nonspeech","X014.1",1
"1871","step09","Tone 2","Nonspeech","X014.1",0
"1872","step10","Tone 2","Nonspeech","X014.1",0
"1873","step11","Tone 2","Nonspeech","X014.1",0
"1874","step12","Tone 2","Nonspeech","X014.1",0
"1875","step13","Tone 2","Nonspeech","X014.1",0
